id,date,message_type,message_content,media_path
665499,2025-02-03T04:12:04+00:00,text,Gm guys,
665498,2025-02-03T04:11:55+00:00,sticker,[STICKER] CAADBQAD3AcAAoMvaFYUd7yNmnK48QI,media/sticker_665498.webp
665497,2025-02-03T04:02:46+00:00,text,Yeah 😭,
665495,2025-02-03T03:55:33+00:00,text,FULL RED,
665494,2025-02-03T03:55:26+00:00,text,DANGER MARKET,
665493,2025-02-03T03:55:02+00:00,file,[FILE] Money Rain.gif.mp4,media/video_665493.mp4
665492,2025-02-03T03:54:59+00:00,text,Ants will lead the bull run soon,
665491,2025-02-03T03:54:53+00:00,text,"It's okay, we are just getting started",
665490,2025-02-03T03:52:33+00:00,text,the market is collapsed already and there are no support 🥲🥲 already down by 40% +,
665489,2025-02-03T03:52:02+00:00,text,yess very strong💪,
665488,2025-02-03T03:51:51+00:00,text,good,
665487,2025-02-03T03:49:37+00:00,sticker,[STICKER] BAADBQADUxMAAh3ICFc6ZEF_wIvKkgI,media/sticker_665487.webp
665486,2025-02-03T03:49:34+00:00,text,Ants are strong !!,
665485,2025-02-03T03:49:28+00:00,text,Waiting for a good market to start,
665484,2025-02-03T03:49:18+00:00,text,Gm Gm Ants,
665483,2025-02-03T03:47:56+00:00,sticker,[STICKER] BAADBQADnw0AAqSSwVf1bXSMdL6iFQI,media/sticker_665483.webp
665481,2025-02-03T03:47:44+00:00,text,yes i have,
665480,2025-02-03T03:43:26+00:00,text,"i dont want to wake, after see the market 🥲",
665479,2025-02-03T03:38:20+00:00,text,Wake up buddy its 9 am,
665478,2025-02-03T03:38:01+00:00,text,Ok,
665477,2025-02-03T03:35:18+00:00,text,keep support💪,
665476,2025-02-03T03:34:54+00:00,text,"not yet still on bed 🛌 , have you done",
665475,2025-02-03T03:34:43+00:00,text,good morning🌄🙋,
665474,2025-02-03T03:33:47+00:00,text,had a breakfast sir 🥞☕,
665473,2025-02-03T03:33:08+00:00,sticker,[STICKER] BAADBQADKhEAAsSGCFV3Rmrg1A5v1AI,media/sticker_665473.webp
665472,2025-02-03T03:33:00+00:00,text,Monday $M Lift 🐜,
665471,2025-02-03T03:32:16+00:00,text,push the tank together👬👫 new day new beginning,
665470,2025-02-03T03:32:05+00:00,text,good morning all,
665469,2025-02-03T03:31:49+00:00,text,keep support💪,
665468,2025-02-03T03:31:43+00:00,sticker,[STICKER] CAADBAADTQ0AAoHiUFHmAqygEA-P-QI,media/sticker_665468.webp
665467,2025-02-03T03:31:31+00:00,sticker,[STICKER] BAADBAADexUAAkejCVNXPSJ4GPFRjQI,media/sticker_665467.webp
665466,2025-02-03T03:31:24+00:00,text,What is up bro,
665465,2025-02-03T03:31:18+00:00,sticker,[STICKER] CAADBAADShcAAngTsFI10a5sGl3A1wI,media/sticker_665465.webp
665464,2025-02-03T03:31:16+00:00,text,yes lets push 🖐👉,
665463,2025-02-03T03:29:35+00:00,text,2030,
665462,2025-02-03T03:28:28+00:00,text,Up,
665461,2025-02-03T03:27:12+00:00,sticker,[STICKER] CAADBQADSwUAAhcJWFSKgr2qwMXlngI,media/sticker_665461.webp
665460,2025-02-03T03:26:43+00:00,text,when t ge?,
665459,2025-02-03T03:26:43+00:00,sticker,[STICKER] BAADBQADqxUAAne5EFVphIn652slQAI,media/sticker_665459.webp
665458,2025-02-03T03:26:39+00:00,text,good morning🌄🙋,
665457,2025-02-03T03:17:52+00:00,sticker,[STICKER] CAADBQAD4wgAAin56FWVhx-HShpefQI,media/sticker_665457.webp
665456,2025-02-03T03:17:29+00:00,text,Gm gm gm gm gm,
665455,2025-02-03T03:07:25+00:00,sticker,[STICKER] CAADBAADHBYAAjQGqFJLItw64N96FwI,media/sticker_665455.webp
665454,2025-02-03T03:05:15+00:00,text,Market is red🤮,
665453,2025-02-03T03:04:13+00:00,text,Why red?,
665452,2025-02-03T03:03:49+00:00,text,Morning,
665451,2025-02-03T03:03:43+00:00,text,Red morning surr,
665450,2025-02-03T03:03:36+00:00,sticker,[STICKER] CAADBAAD1xUAAlHrcFB0hitvju6PCQI,media/sticker_665450.webp
665449,2025-02-03T03:03:23+00:00,text,Morning 🌄,
665448,2025-02-03T03:01:58+00:00,text,Im not,
665447,2025-02-03T03:01:55+00:00,text,No,
665446,2025-02-03T03:01:37+00:00,sticker,[STICKER] CAADBAADHBYAAjQGqFJLItw64N96FwI,media/sticker_665446.webp
665445,2025-02-03T03:01:35+00:00,text,All r sleeping,
665444,2025-02-03T03:01:29+00:00,sticker,[STICKER] CAADBAADShcAAngTsFI10a5sGl3A1wI,media/sticker_665444.webp
665443,2025-02-03T03:01:26+00:00,text,What is up dude,
665442,2025-02-03T03:01:19+00:00,text,yes,
665441,2025-02-03T03:01:07+00:00,text,Hehee. Yesss sir 😁❤️,
665440,2025-02-03T03:01:04+00:00,text,heii,
665439,2025-02-03T03:00:51+00:00,text,Enjoi,
665438,2025-02-03T03:00:26+00:00,text,Heillo,
665437,2025-02-03T03:00:20+00:00,text,hi,
665436,2025-02-03T03:00:18+00:00,text,hi,
665435,2025-02-03T03:00:13+00:00,text,It's Saraswati Puja today 😁❤️,
665434,2025-02-03T02:59:24+00:00,text,Hie saasei,
665433,2025-02-03T02:59:16+00:00,text,Lol,
665432,2025-02-03T02:57:07+00:00,sticker,[STICKER] CAADAgADz1cAAsblAUuoBHVS0TSfqAI,media/sticker_665432.webp
665431,2025-02-03T02:56:51+00:00,text,it's monday,
665430,2025-02-03T02:56:42+00:00,text,morning guys,
665429,2025-02-03T02:55:55+00:00,sticker,[STICKER] CAADBAADShcAAngTsFI10a5sGl3A1wI,media/sticker_665429.webp
665428,2025-02-03T02:55:47+00:00,text,Buddys,
665427,2025-02-03T02:55:45+00:00,text,Heilo,
665426,2025-02-03T02:55:33+00:00,sticker,[STICKER] CAADBQADvAgAArf36VVsjqj2OPnH2wI,media/sticker_665426.webp
665425,2025-02-03T02:55:24+00:00,text,Lift lift lift,
665424,2025-02-03T02:55:09+00:00,text,yeaa,
665423,2025-02-03T02:55:04+00:00,text,To the moon 🌝,
665422,2025-02-03T02:55:03+00:00,text,hii,
665421,2025-02-03T02:54:53+00:00,text,19.00 pm,
665420,2025-02-03T02:54:39+00:00,sticker,[STICKER] CAADBQAD8wcAAh_36FXCYsOZTzCFPAI,media/sticker_665420.webp
665419,2025-02-03T02:47:25+00:00,sticker,[STICKER] BAADBAADNSYAAnIsAVNuYC_flEh7qgI,media/sticker_665419.webp
665418,2025-02-03T02:47:18+00:00,text,Is it time zone??,
665416,2025-02-03T02:45:38+00:00,text,9.45 am,
665415,2025-02-03T02:45:34+00:00,sticker,[STICKER] BAADAQADrAMAAs-6KUa4gWEbeRosEwI,media/sticker_665415.webp
665414,2025-02-03T02:45:30+00:00,text,Noobe ho tum,
665413,2025-02-03T02:45:25+00:00,text,What is the time zone in indonesia,
665412,2025-02-03T02:45:00+00:00,text,I'm fine buddy,
665411,2025-02-03T02:45:00+00:00,text,I dont know xhinese,
665410,2025-02-03T02:44:47+00:00,text,I am good wbu,
665409,2025-02-03T02:44:21+00:00,sticker,[STICKER] BAADBQADhRAAAtLlEFVjm-H0SPxIbgI,media/sticker_665409.webp
665408,2025-02-03T02:44:14+00:00,sticker,[STICKER] BAADBQADNAwAAlieaVfKcT-Bk1cfbgI,media/sticker_665408.webp
665407,2025-02-03T02:44:11+00:00,text,어떻게 지내세요,
665406,2025-02-03T02:44:07+00:00,text,"Hi montu, how are you?",
665405,2025-02-03T02:43:56+00:00,text,Good morning putrii,
665404,2025-02-03T02:43:51+00:00,sticker,[STICKER] BAADBQAD4BUAAuXACFeCKFalvLNJbwI,media/sticker_665404.webp
665403,2025-02-03T02:43:35+00:00,text,Start sur,
665402,2025-02-03T02:43:31+00:00,text,Ok,
665401,2025-02-03T02:43:29+00:00,text,Have a nice day,
665400,2025-02-03T02:43:24+00:00,text,Let's talkin china,
665399,2025-02-03T02:43:23+00:00,text,Gm buddy,
665398,2025-02-03T02:43:10+00:00,text,Woah,
665397,2025-02-03T02:41:25+00:00,sticker,[STICKER] CAADBQADfwYAAs6A6VUddC1jYB4hJAI,media/sticker_665397.webp
665396,2025-02-03T02:41:21+00:00,text,Dam open now,
665395,2025-02-03T02:40:04+00:00,text,Early morning popcorn🤢🤮,
665394,2025-02-03T02:39:47+00:00,text,How much lift sur,
665393,2025-02-03T02:39:40+00:00,sticker,[STICKER] BAADBQADNAwAAlieaVfKcT-Bk1cfbgI,media/sticker_665393.webp
665392,2025-02-03T02:39:31+00:00,text,Lift,
665391,2025-02-03T02:39:31+00:00,sticker,[STICKER] BAADBAADrBYAAqrekVP3UsHhCWYX6QI,media/sticker_665391.webp
665390,2025-02-03T02:39:23+00:00,text,Nice,
665389,2025-02-03T02:23:51+00:00,text,Haha Thanks budddy,
665388,2025-02-03T02:23:37+00:00,text,Happy Saraswati puja From nepall,
665387,2025-02-03T02:23:36+00:00,text,Yes buddddy,
665386,2025-02-03T02:20:00+00:00,text,Happy Saraswati puja From India,
665385,2025-02-03T02:19:39+00:00,text,Good morning,
665384,2025-02-03T02:19:37+00:00,text,Hi ants,
665382,2025-02-03T01:54:13+00:00,text,"Ok,",
665380,2025-02-03T01:53:37+00:00,text,"Let's talk about some anime 😅,",
665379,2025-02-03T01:53:07+00:00,text,Hope so,
665378,2025-02-03T01:52:52+00:00,text,"Somehow, they will announce soon, maybe",
665377,2025-02-03T01:52:23+00:00,text,Do you have any idea about tge,
665376,2025-02-03T01:52:02+00:00,text,"Ok, if I get a good modified name I will change",
665375,2025-02-03T01:51:28+00:00,text,"So , stay",
665374,2025-02-03T01:51:10+00:00,text,"I know,",
665373,2025-02-03T01:50:42+00:00,text,"Why , it's looks good 😊",
665372,2025-02-03T01:50:23+00:00,text,"But I changed a little bit, I have to change fully",
665371,2025-02-03T01:49:49+00:00,text,"Not, still same as before",
665370,2025-02-03T01:49:28+00:00,text,Can you tell me is my name colour change or not,
665369,2025-02-03T01:47:32+00:00,text,Good,
665368,2025-02-03T01:46:27+00:00,text,Ok,
665367,2025-02-03T01:46:09+00:00,text,"Yeah somehow,boys are good in everything, but girls are , forget about it, I will tell in person",
665366,2025-02-03T01:44:42+00:00,text,Did you get to  know how this group people are previous night,
665365,2025-02-03T01:44:01+00:00,text,"Yeah yeah, good good",
665364,2025-02-03T01:43:35+00:00,text,I'm lying in bed 😂,
665363,2025-02-03T01:43:18+00:00,text,"Nothing particular ,wbu",
665362,2025-02-03T01:42:59+00:00,text,"Fine, what are you doing buds",
665361,2025-02-03T01:42:42+00:00,text,"Fine, u",
665360,2025-02-03T01:42:30+00:00,text,How are you,
665359,2025-02-03T01:42:18+00:00,text,"Good morning,",
665358,2025-02-03T01:41:59+00:00,text,Good morning mate's,
665357,2025-02-03T01:35:32+00:00,text,good morning ants,
665356,2025-02-03T01:35:25+00:00,sticker,[STICKER] BAADBQADKhEAAsSGCFV3Rmrg1A5v1AI,media/sticker_665356.webp
665355,2025-02-03T01:33:46+00:00,text,good morning🌄🙋,
665352,2025-02-03T01:19:44+00:00,text,😁,
665351,2025-02-03T01:19:25+00:00,text,I was joking joking previous night 🤣🤣🤣,
665350,2025-02-03T00:12:32+00:00,text,In this week ?,
665349,2025-02-03T00:12:26+00:00,text,Good bye means we'll not meet again... 😊,
665348,2025-02-02T23:44:07+00:00,text,We are getting  close to the end and then listing and airdrop distribution,
665347,2025-02-02T23:43:23+00:00,photo,[PHOTO],media/photo_665347.jpg
665346,2025-02-02T23:23:19+00:00,text,Coming  soon,
665345,2025-02-02T23:20:45+00:00,text,Keep supporting,
665344,2025-02-02T22:46:50+00:00,sticker,[STICKER] BAADBQADhRAAAtLlEFVjm-H0SPxIbgI,media/sticker_665344.webp
665343,2025-02-02T22:46:42+00:00,sticker,[STICKER] BAADBQADUxMAAh3ICFc6ZEF_wIvKkgI,media/sticker_665343.webp
665342,2025-02-02T22:41:58+00:00,sticker,[STICKER] BAADBQADqxUAAne5EFVphIn652slQAI,media/sticker_665342.webp
665340,2025-02-02T22:35:43+00:00,text,Freefire,
665335,2025-02-02T22:16:21+00:00,file,[FILE] @VideoToGifConverterBot.mp4,media/video_665335.mp4
665333,2025-02-02T22:15:21+00:00,text,Hey chat,
665324,2025-02-02T20:34:39+00:00,sticker,[STICKER] BAADBQAD4BUAAuXACFeCKFalvLNJbwI,media/sticker_665324.webp
665323,2025-02-02T20:34:27+00:00,text,Good morning chat! (It's 3am i know) 🤣,
665322,2025-02-02T20:33:59+00:00,text,Lift dude! $M,
665320,2025-02-02T20:19:54+00:00,sticker,[STICKER] BAADBQADUxMAAh3ICFc6ZEF_wIvKkgI,media/sticker_665320.webp
665319,2025-02-02T20:19:49+00:00,text,Lift ants,
665318,2025-02-02T20:19:46+00:00,text,I think yes 😃,
665317,2025-02-02T20:03:08+00:00,text,Lift the meme $M,
665316,2025-02-02T20:02:59+00:00,sticker,[STICKER] BAADBQADShkAAuOyEFW6oCCMRi4C-QI,media/sticker_665316.webp
665315,2025-02-02T20:02:50+00:00,text,Is everyone asleep?,
665314,2025-02-02T19:57:11+00:00,text,When launch?,
665313,2025-02-02T19:55:58+00:00,text,This coin launched?,
665312,2025-02-02T19:50:26+00:00,sticker,[STICKER] CAADBQAD1BAAAvJ-kVSHeh26cuQ1lQI,media/sticker_665312.webp
665311,2025-02-02T19:48:49+00:00,text,Alright,
665310,2025-02-02T19:38:09+00:00,text,Good night everyone,
665309,2025-02-02T19:25:49+00:00,text,"Gn people,peace out 🕊️",
665308,2025-02-02T19:21:11+00:00,text,Good evening everyone,
665307,2025-02-02T19:20:57+00:00,text,"Hello, you getting it all wrong this isn’t a telegram project. 

Thanks for your input we would announce TGE when our developments are done.",
665306,2025-02-02T18:51:28+00:00,text,Naye mbwa mwe either launch or launch stop wasting time. A telegram project should not last more than 6 months,
665305,2025-02-02T18:50:45+00:00,sticker,[STICKER] CAADBAADghkAAoqY2VKSTa6RwvOxoQI,media/sticker_665305.webp
665304,2025-02-02T18:50:37+00:00,text,Okay,
665303,2025-02-02T18:48:30+00:00,text,what was going !,
665302,2025-02-02T18:48:18+00:00,text,hey guys,
665301,2025-02-02T18:47:39+00:00,text,Your dance clip,
665300,2025-02-02T18:47:14+00:00,text,Why!??,
665299,2025-02-02T18:47:01+00:00,text,Peace damnnn,
665298,2025-02-02T18:46:23+00:00,text,Chill,
665297,2025-02-02T18:45:56+00:00,text,Then? What else u want?,
665296,2025-02-02T18:45:33+00:00,text,Why alone here?,
665295,2025-02-02T18:43:30+00:00,text,😂😂,
665293,2025-02-02T18:36:32+00:00,text,Where is the paragraph?,
665292,2025-02-02T18:33:37+00:00,sticker,[STICKER] BAADBQADzBAAAnX7EVWHAQABoe8hwwYC,media/sticker_665292.webp
665291,2025-02-02T18:30:45+00:00,text,Not father... Her mother,
665290,2025-02-02T18:30:22+00:00,text,U r 😂😂,
665289,2025-02-02T18:30:09+00:00,sticker,[STICKER] CAADBAADHBYAAjQGqFJLItw64N96FwI,media/sticker_665289.webp
665288,2025-02-02T18:28:32+00:00,text,Where are others,
665287,2025-02-02T18:26:13+00:00,sticker,[STICKER] CAADBQADFRYAAtLU-VSDYs00fn_kXwI,media/sticker_665287.webp
665286,2025-02-02T18:21:37+00:00,sticker,[STICKER] BAADBQADNAwAAlieaVfKcT-Bk1cfbgI,media/sticker_665286.webp
665285,2025-02-02T18:12:45+00:00,text,Please wait for official announcements,
665284,2025-02-02T18:12:28+00:00,text,Busy day,
665283,2025-02-02T18:12:17+00:00,text,Don't be tired,
665282,2025-02-02T18:11:05+00:00,text,Let's go to the bed,
665281,2025-02-02T18:10:56+00:00,text,Sir listing date ?,
665280,2025-02-02T18:10:46+00:00,text,Yes ❤️,
665279,2025-02-02T18:10:19+00:00,text,Wrong swipe,
665278,2025-02-02T18:10:14+00:00,text,Now in the pinned message sir,
665277,2025-02-02T18:10:03+00:00,sticker,[STICKER] BAADBAADexUAAkejCVNXPSJ4GPFRjQI,media/sticker_665277.webp
665276,2025-02-02T18:09:24+00:00,text,pB?,
665274,2025-02-02T18:07:17+00:00,text,Stop spamming,
665273,2025-02-02T18:07:12+00:00,text,"We always appreciate your contributions.  If you have any ideas or comments, please contact us.  We will be your support",
665270,2025-02-02T18:05:47+00:00,text,To the bed haha Byeee,
665269,2025-02-02T18:05:42+00:00,text,Let's goooo,
665268,2025-02-02T18:05:39+00:00,text,Yes buddy,
665267,2025-02-02T18:05:35+00:00,text,Ok I told you the reason haha,
665266,2025-02-02T18:05:32+00:00,text,So bye,
665265,2025-02-02T18:05:30+00:00,text,Everyone is gone,
665264,2025-02-02T18:05:25+00:00,text,Leave,
665263,2025-02-02T18:05:11+00:00,text,The matter is not about boy and girl 🙂,
665262,2025-02-02T18:04:55+00:00,sticker,[STICKER] CAADBAADzhQAAk-I2FMWBFLG04PWFgI,media/sticker_665262.webp
665261,2025-02-02T18:04:51+00:00,text,Haha we boys told that as a bye,
665260,2025-02-02T18:04:49+00:00,text,🙂,
665259,2025-02-02T18:04:46+00:00,text,Just say bye,
665258,2025-02-02T18:04:42+00:00,text,It means we will never meet again,
665257,2025-02-02T18:04:35+00:00,sticker,[STICKER] CAADBAADzhQAAk-I2FMWBFLG04PWFgI,media/sticker_665257.webp
665256,2025-02-02T18:04:33+00:00,text,Don't say good bye brother,
665255,2025-02-02T18:04:32+00:00,text,Good bye and good night,
665254,2025-02-02T18:04:23+00:00,text,Go to the moon for Genesis,
665253,2025-02-02T18:04:17+00:00,text,Good by guys see you later,
665252,2025-02-02T18:04:02+00:00,sticker,[STICKER] CAADBAADHBYAAjQGqFJLItw64N96FwI,media/sticker_665252.webp
665251,2025-02-02T18:04:01+00:00,text,I am beating the muaz scoree haha,
665250,2025-02-02T18:03:58+00:00,text,Ha ha...,
665249,2025-02-02T18:03:47+00:00,text,Loll 😂,
665248,2025-02-02T18:03:34+00:00,text,Yeahhh 😂,
665247,2025-02-02T18:03:30+00:00,text,Ha ha 🤣😂,
665246,2025-02-02T18:03:24+00:00,text,"Investment one dairy milk 
Reward:- ()",
665245,2025-02-02T18:03:23+00:00,text,Diya told me say if u come then I'll come to chat... Now see .. she's playing with kittens🙂😐,
665244,2025-02-02T18:03:13+00:00,text,Heavy driver 😂,
665243,2025-02-02T18:03:00+00:00,text,See you tomorrow I will be with my this lambo,
665242,2025-02-02T18:02:59+00:00,text,Took a cadbury silk and...find out someone 😂luckyyy come in west bengal,
665241,2025-02-02T18:02:41+00:00,sticker,[STICKER] BAADAgAD9ykAApU3CEk-3UOnyPCULQI,media/sticker_665241.webp
665240,2025-02-02T18:02:37+00:00,text,That's right also😂,
665239,2025-02-02T18:02:30+00:00,text,Haha 😂,
665238,2025-02-02T18:02:20+00:00,text,No no..it's valentine find out day,
665237,2025-02-02T18:02:00+00:00,text,Yeah 😁,
665236,2025-02-02T18:01:49+00:00,text,Big*,
665235,2025-02-02T18:01:48+00:00,sticker,[STICKER] CAADBAADzhQAAk-I2FMWBFLG04PWFgI,media/sticker_665235.webp
665234,2025-02-02T18:01:46+00:00,text,Sorry my autocorrect 😭😭😭,
665233,2025-02-02T18:01:46+00:00,text,Tomorrow is bengalis valentines day,
665232,2025-02-02T18:01:39+00:00,sticker,[STICKER] CAADBQADfwYAAs6A6VUddC1jYB4hJAI,media/sticker_665232.webp
665231,2025-02-02T18:01:36+00:00,text,Dig?,
665230,2025-02-02T18:01:29+00:00,text,Good night budddyy,
665229,2025-02-02T18:01:26+00:00,text,Tomorrow is the dig day,
665228,2025-02-02T18:01:18+00:00,text,Good night 🌃,
665227,2025-02-02T18:01:06+00:00,text,Good night guys,
665226,2025-02-02T18:00:36+00:00,text,Ok,
665225,2025-02-02T18:00:30+00:00,text,Check dmmm budddy,
665224,2025-02-02T18:00:12+00:00,sticker,[STICKER] BAADAQADrAMAAs-6KUa4gWEbeRosEwI,media/sticker_665224.webp
665223,2025-02-02T18:00:03+00:00,text,Lol minee 😂,
665222,2025-02-02T17:59:56+00:00,text,Previous season table topper,
665221,2025-02-02T17:59:43+00:00,text,Don't copy it's mone dilogue,
665220,2025-02-02T17:59:27+00:00,text,Ant,
665219,2025-02-02T17:59:24+00:00,text,🙂,
665218,2025-02-02T17:59:20+00:00,text,My autocorrect kill me one day,
665217,2025-02-02T17:59:19+00:00,text,Who are u,
665216,2025-02-02T17:59:05+00:00,text,Loll 😂,
665214,2025-02-02T17:58:56+00:00,text,Yo it's me... But didnt wear that noob costume😭,
665213,2025-02-02T17:58:51+00:00,text,Meaningless reply,
665212,2025-02-02T17:58:49+00:00,text,I know why I gave,
665211,2025-02-02T17:58:42+00:00,text,Heh,
665210,2025-02-02T17:58:35+00:00,text,Haha 🌚🌝,
665209,2025-02-02T17:58:35+00:00,text,Under construction,
665208,2025-02-02T17:58:32+00:00,text,No need milu,
665207,2025-02-02T17:58:17+00:00,text,What!! Am I say anything about this,
665206,2025-02-02T17:58:16+00:00,text,Well the interface has changed,
665205,2025-02-02T17:58:12+00:00,text,Lucky,
665204,2025-02-02T17:58:09+00:00,photo,[PHOTO],media/photo_665204.jpg
665203,2025-02-02T17:57:59+00:00,sticker,[STICKER] CAADBAADzhQAAk-I2FMWBFLG04PWFgI,media/sticker_665203.webp
665202,2025-02-02T17:57:57+00:00,sticker,[STICKER] CAADBQAD6wkAAnkD6VUJvKO7NoEwhgI,media/sticker_665202.webp
665201,2025-02-02T17:57:56+00:00,text,Fly with meeee,
665200,2025-02-02T17:57:55+00:00,text,In real life out of ur bugdet,
665199,2025-02-02T17:57:55+00:00,text,Thanks,
665198,2025-02-02T17:57:50+00:00,text,❤️,
665197,2025-02-02T17:57:48+00:00,text,Support budddy,
665196,2025-02-02T17:57:47+00:00,text,Fly highhh to moon,
665194,2025-02-02T17:57:40+00:00,sticker,[STICKER] CAADBAADShcAAngTsFI10a5sGl3A1wI,media/sticker_665194.webp
665193,2025-02-02T17:57:36+00:00,text,Support Genesis,
665192,2025-02-02T17:57:24+00:00,text,I'm poor buddy 😭,
665191,2025-02-02T17:57:14+00:00,text,Ha ha,
665190,2025-02-02T17:57:04+00:00,text,Too much rich boyy,
665189,2025-02-02T17:57:02+00:00,text,Good by guys see you later,
665188,2025-02-02T17:56:59+00:00,photo,[PHOTO],media/photo_665188.jpg
665187,2025-02-02T17:56:54+00:00,text,Not at all,
665186,2025-02-02T17:56:45+00:00,text,Are you feel tired ??,
665185,2025-02-02T17:56:39+00:00,sticker,[STICKER] CAADBQAD6wkAAnkD6VUJvKO7NoEwhgI,media/sticker_665185.webp
665184,2025-02-02T17:56:37+00:00,text,I am going to game for sending request to them,
665183,2025-02-02T17:56:35+00:00,sticker,[STICKER] CAADBAADfhgAAji5eFOhuyuu8mKCLAI,media/sticker_665183.webp
665182,2025-02-02T17:56:31+00:00,text,Staying here?,
665181,2025-02-02T17:56:25+00:00,text,😭,
665180,2025-02-02T17:56:23+00:00,text,So what do I do,
665179,2025-02-02T17:56:22+00:00,text,Nope nope....I am here,
665177,2025-02-02T17:56:20+00:00,sticker,[STICKER] CAADBQADlQkAAlLpqFXnfK2r9UEoNAI,media/sticker_665177.webp
665176,2025-02-02T17:56:14+00:00,text,Not even my pizza,
665175,2025-02-02T17:56:12+00:00,text,Restriction,
665174,2025-02-02T17:56:11+00:00,text,No no,
665173,2025-02-02T17:56:11+00:00,text,2063245688,
665172,2025-02-02T17:56:08+00:00,text,None is replying me,
665171,2025-02-02T17:56:06+00:00,text,?? Exchange,
665170,2025-02-02T17:56:02+00:00,sticker,[STICKER] CAADBQADhQgAAgy5qFXijHbbQLzIGgI,media/sticker_665170.webp
665169,2025-02-02T17:55:56+00:00,text,Why waittt,
665168,2025-02-02T17:55:50+00:00,text,So many players come come I feel old days night 😂😂,
665167,2025-02-02T17:55:48+00:00,text,I seen it to you haha.....follow this group you get each and every movie,
665166,2025-02-02T17:55:45+00:00,text,Good night then,
665165,2025-02-02T17:55:41+00:00,text,Okay buddys,
665163,2025-02-02T17:55:37+00:00,text,All FF players are active,
665162,2025-02-02T17:55:21+00:00,text,See dm buddy,
665161,2025-02-02T17:55:20+00:00,text,2705635907 this one my uid,
665160,2025-02-02T17:55:20+00:00,text,Request bro,
665159,2025-02-02T17:55:15+00:00,text,If u play,
665157,2025-02-02T17:55:12+00:00,text,"Ull become, I know",
665156,2025-02-02T17:55:10+00:00,sticker,[STICKER] CAADBQADhQgAAgy5qFXijHbbQLzIGgI,media/sticker_665156.webp
665155,2025-02-02T17:55:05+00:00,sticker,[STICKER] CAADBQADlQkAAlLpqFXnfK2r9UEoNAI,media/sticker_665155.webp
665154,2025-02-02T17:55:02+00:00,text,What!?,
665153,2025-02-02T17:54:54+00:00,text,I have installed the after 6 month how i can be a puro 🥺,
665152,2025-02-02T17:54:54+00:00,text,U too send,
665151,2025-02-02T17:54:47+00:00,sticker,[STICKER] CAADBAADzhQAAk-I2FMWBFLG04PWFgI,media/sticker_665151.webp
665150,2025-02-02T17:54:22+00:00,text,"Well done, send from yours too",
665149,2025-02-02T17:54:22+00:00,text,How you got it...hall shoot!!,
665148,2025-02-02T17:54:09+00:00,text,Yeahh,
665147,2025-02-02T17:54:03+00:00,text,I send you from nxt aritra,
665146,2025-02-02T17:54:03+00:00,text,Piroo,
665145,2025-02-02T17:53:59+00:00,text,Marco?,
665144,2025-02-02T17:53:54+00:00,text,Where,
665143,2025-02-02T17:53:53+00:00,text,Sorry my level is 66 I have checked just 😂😂😂,
665142,2025-02-02T17:53:49+00:00,text,The movie is in my gallery now,
665141,2025-02-02T17:53:46+00:00,sticker,[STICKER] CAADBQADIAkAAjZOmVUGlZ4zKPqvLwI,media/sticker_665141.webp
665140,2025-02-02T17:53:38+00:00,text,Yeah budddy,
665138,2025-02-02T17:53:35+00:00,text,😂gamers will be gamers,
665137,2025-02-02T17:53:27+00:00,file,[FILE] 31_sad.mp4,media/video_665137.mp4
665136,2025-02-02T17:53:02+00:00,text,Okk boy done,
665135,2025-02-02T17:52:50+00:00,text,Now will u play??😂,
665134,2025-02-02T17:52:45+00:00,text,Together we push Genesis on top 😊,
665133,2025-02-02T17:52:36+00:00,text,Yeah cool 😁 we will all play some day we r already a squad,
665131,2025-02-02T17:52:24+00:00,text,Why do u play from his account?,
665130,2025-02-02T17:52:24+00:00,text,Are you watch that movie marco,
665129,2025-02-02T17:52:17+00:00,text,Keep sprit,
665128,2025-02-02T17:52:05+00:00,sticker,[STICKER] CAADBQADGxQAAgGU6VTFlRo8DyxW0QI,media/sticker_665128.webp
665127,2025-02-02T17:52:00+00:00,text,keep support💪,
665126,2025-02-02T17:51:59+00:00,text,Wait I will come,
665125,2025-02-02T17:51:52+00:00,text,To the moon,
665124,2025-02-02T17:51:50+00:00,text,Marco and NXT ARITRA OKKK,
665123,2025-02-02T17:51:48+00:00,text,2063245688,
665122,2025-02-02T17:51:45+00:00,text,Lfg,
665121,2025-02-02T17:51:31+00:00,text,My ingame name is marco...but I will send request from two account mine and aritra also,
665120,2025-02-02T17:51:30+00:00,text,Offline for soo long I miss it😌,
665119,2025-02-02T17:51:22+00:00,text,Whha,
665118,2025-02-02T17:51:02+00:00,text,"Haha, just tell me ur name I'll add you back in few months after getting a new phone",
665117,2025-02-02T17:50:34+00:00,text,Oh sry 😂,
665116,2025-02-02T17:50:31+00:00,text,😳😳😳😳😳😳,
665115,2025-02-02T17:50:20+00:00,text,Bro,
665114,2025-02-02T17:50:11+00:00,text,Why🙂,
665113,2025-02-02T17:50:07+00:00,text,I don't have whatsapp that's why I don't know,
665112,2025-02-02T17:50:07+00:00,text,Ok buddddy,
665111,2025-02-02T17:50:00+00:00,text,Wait I'll give,
665110,2025-02-02T17:49:45+00:00,text,You give me uid ??,
665109,2025-02-02T17:49:30+00:00,text,Adjust bro under construction,
