timestamp,group_name,username,message_type,message_content,media_path
2024-12-09T22:09:02+00:00,@LSMM8,BTC1357900,file,[FILE] buy-gif.gif.mp4,media/video_49186.mp4
2024-12-09T22:08:28+00:00,@LSMM8,BTC1357900,text,Everything is fine,
2024-12-09T22:06:02+00:00,@LSMM8,BTC1357900,text,you have no idea how big is metaverse,
2024-12-09T22:01:17+00:00,@LSMM8,BTC1357900,text,How can you be so sure about that,
2024-12-09T21:58:32+00:00,@LSMM8,BTC1357900,text,Gradually everything will arrive,
2024-12-09T21:56:24+00:00,@LSMM8,BTC1357900,text,Thank you for your support!,
2024-12-09T21:53:06+00:00,@LSMM8,BTC1357900,file,[FILE] mp4.mp4,media/video_49180.mp4
2024-12-09T21:53:00+00:00,@LSMM8,BTC1357900,text,Indeed. That's what I'm waiting for.,
2024-12-09T21:49:04+00:00,@LSMM8,BTC1357900,text,"Yes we're, hope team will let us know soon",
2024-12-09T21:44:04+00:00,@LSMM8,BTC1357900,text,No doubt on that😍,
2024-12-09T21:39:38+00:00,@LSMM8,BTC1357900,text,Yup. It's really fun,
2024-12-09T21:36:53+00:00,@LSMM8,BTC1357900,file,[FILE] doc_2022-12-03_06-05-40.mp4,media/video_49175.mp4
2024-12-09T21:35:08+00:00,@LSMM8,BTC1357900,text,It will be great😎,
2024-12-09T21:30:45+00:00,@LSMM8,BTC1357900,text,Yes. The team always brings something new to us.,
2024-12-09T21:27:13+00:00,@LSMM8,BTC1357900,text,Yup! There will be just need to wait for a bit,
2024-12-09T21:23:45+00:00,@LSMM8,BTC1357900,text,Yeap. Having patience.,
2024-12-09T21:20:12+00:00,@LSMM8,BTC1357900,file,[FILE] Kidding1.mp4,media/video_49170.mp4
2024-12-09T21:19:06+00:00,@LSMM8,BTC1357900,text,New Trend . Like Mataverse,
2024-12-09T21:15:58+00:00,@LSMM8,BTC1357900,text,We are just waiting for the right moment.,
2024-12-09T21:13:34+00:00,@LSMM8,BTC1357900,text,Never give up... it to the moon soon,
